Time            Price           Type
13298              11.430            buy
13298              11.495            buy
13301              11.465            buy
13304              11.400            sell
13305              11.400            sell
13307              11.465            buy
13306              11.465            buy
13313              11.430            sell
13314              11.430            sell
13315              11.430            sell
13319              11.400            sell
13343              11.244            buy
13345              11.244            buy
13349              11.214            sell
13349              11.214            sell
13351              11.244            buy
13352              11.214            sell
13368              11.149            buy
13371              11.149            buy
13376              11.119            sell
13377              11.119            sell
13414              10.685            buy
13414              10.715            buy
13415              10.715            buy
13419              10.650            buy
13445              10.840            sell
13446              10.810            sell
13448              10.775            sell
13448              10.840            buy
13451              10.775            sell
13453              10.745            sell
13465              10.745            buy
13466              10.745            buy
13469              10.745            buy
13475              10.745            buy
13497              10.870            sell
13499              10.900            buy
13500              10.870            sell
13502              10.900            buy
13503              10.840            sell
13503              10.840            sell
13508              10.900            buy
13509              10.900            buy
13510              10.840            sell
13510              10.840            sell
13511              10.840            sell
13514              10.840            sell
13523              10.870            buy
13523              10.840            sell
13525              10.870            buy
13525              10.870            buy
13525              10.870            buy
13526              10.840            sell
13527              10.840            sell
13527              10.840            sell
13543              10.840            buy
13544              10.840            buy
13547              10.840            buy
13549              10.810            sell
13549              10.810            sell
13550              10.775            sell
13554              10.870            buy
13555              10.870            buy
13554              10.870            buy
13558              10.870            buy
13560              10.810            sell
13561              10.810            sell
13562              10.810            sell
13563              10.870            buy
13564              10.870            buy
13565              10.870            buy
13589              10.900            sell
13591              10.935            buy
13591              10.900            sell
13592              10.870            sell
13593              10.870            sell
13593              10.935            buy
13596              10.935            buy
13596              10.900            sell
13597              10.935            buy
13598              10.935            buy
13599              10.900            sell
13599              10.900            sell
13601              10.935            buy
13601              10.935            buy
13603              10.900            sell
13603              10.900            sell
13604              10.935            buy
13605              10.935            buy
13605              10.900            sell
13606              10.900            sell
13606              10.935            sell
13606              10.935            buy
13608              10.900            sell
13608              10.935            buy
13608              10.935            buy
13609              10.900            sell
13610              10.900            sell
13610              10.900            sell
13611              10.935            buy
13612              10.965            buy
13613              10.965            buy
13613              10.900            sell
13614              10.935            buy
13616              10.935            buy
13622              10.935            sell
13624              10.965            buy
13652              11.060            sell
13654              11.060            sell
13657              11.060            sell
13661              11.025            sell
13672              11.090            buy
13671              11.090            buy
13672              11.120            buy
13678              11.120            buy
13686              11.060            sell
13688              11.120            buy
13690              11.090            sell
13691              11.120            buy
13692              11.060            sell
13693              11.060            sell
13693              11.060            sell
13697              11.025            sell
13704              11.090            buy
13704              11.090            buy
13705              11.090            buy
13709              11.120            buy
13720              10.535            sell
13721              10.535            sell
13721              10.324            sell
13724              10.352            sell
13733              10.714            buy
13735              10.714            buy
13740              10.593            sell
13742              10.593            sell
13751              10.685            buy
13752              10.656            buy
13753              10.714            buy
13755              10.714            buy
13771              10.742            sell
13772              10.742            sell
13775              10.742            sell
13780              10.776            buy
13781              10.776            sell
13783              10.742            sell
13785              10.776            buy
13784              10.776            buy
13786              10.742            sell
13787              10.742            sell
13791              10.776            buy
13793              10.742            buy
13794              10.742            sell
13794              10.742            buy
13795              10.776            buy
13799              10.776            buy
13801              10.742            sell
13802              10.742            sell
13803              10.714            sell
13805              10.714            sell
13815              10.742            buy
13815              10.776            buy
13815              10.776            buy
13816              10.714            sell
13817              10.714            sell
13817              10.742            buy
13818              10.714            sell
13820              10.714            sell
13850              10.564            buy
13851              10.564            buy
13854              10.593            buy
13858              10.593            buy
13860              10.535            sell
13861              10.535            sell
13861              10.535            sell
13865              10.535            sell
13875              10.564            buy
13875              10.564            buy
13875              10.564            buy
13879              10.535            sell
13879              10.564            buy
13880              10.502            sell
13881              10.502            sell
13881              10.535            sell
13889              10.564            buy
13888              10.564            buy
13889              10.535            buy
13892              10.535            sell
13892              10.564            buy
13893              10.564            buy
13896              10.535            sell
13896              10.502            sell
13897              10.502            sell
13898              10.502            sell
13926              10.473            buy
13927              10.473            buy
13927              10.473            buy
13929              10.444            sell
13930              10.473            buy
13932              10.444            sell
13933              10.473            buy
13936              10.473            buy
13937              10.444            sell
13937              10.502            buy
13939              10.444            sell
13939              10.444            sell
13940              10.473            sell
13941              10.502            buy
13942              10.502            buy
13941              10.502            buy
13946              10.444            sell
13947              10.444            sell
13947              10.444            sell
13951              10.415            sell
13966              10.415            buy
13967              10.415            buy
13968              10.473            buy
13972              10.415            buy
13974              10.415            sell
13975              10.415            sell
13976              10.444            buy
13975              10.444            buy
13976              10.415            sell
13978              10.415            sell
13979              10.381            sell
13982              10.381            sell
13986              10.415            buy
13987              10.444            buy
13987              10.444            buy
13990              10.444            buy
14002              10.473            sell
14004              10.502            buy
14006              10.473            sell
14008              10.473            sell
14012              10.502            buy
14013              10.444            sell
14014              10.444            sell
14014              10.502            buy
14016              10.502            buy
14017              10.473            buy
14021              10.473            sell
14021              10.473            sell
14023              10.473            sell
14024              10.502            buy
14024              10.502            buy
14025              10.502            sell
14026              10.502            buy
14026              10.502            sell
14026              10.444            sell
14027              10.444            sell
14027              10.502            buy
14029              10.444            sell
14039              10.502            buy
14038              10.502            buy
14039              10.535            buy
14042              10.535            buy
14051              10.502            sell
14053              10.502            sell
14054              10.502            sell
14057              10.535            buy
14059              10.564            buy
14059              10.535            buy
14076              10.560            sell
14078              10.561            sell
14078              10.497            sell
14082              10.439            sell
14091              10.530            buy
14093              10.500            buy
14095              10.470            sell
14095              10.470            sell
14099              10.470            buy
14100              10.440            sell
14101              10.530            buy
14102              10.530            buy
14103              10.530            buy
14106              10.595            buy
14109              10.440            sell
14110              10.440            sell
14111              10.500            sell
14115              10.470            sell
14131              10.470            buy
14131              10.440            sell
14138              10.470            buy
14138              10.470            buy
14138              10.470            buy
14140              10.440            sell
14141              10.470            buy
14142              10.440            sell
14143              10.440            sell
14144              10.470            buy
14144              10.470            buy
14145              10.440            sell
14146              10.440            sell
14146              10.440            buy
14146              10.440            sell
14147              10.440            sell
14149              10.470            buy
14148              10.470            buy
14150              10.470            buy
14151              10.470            buy
14153              10.440            sell
14154              10.440            sell
14155              10.470            buy
14154              10.470            buy
14155              10.440            sell
14155              10.440            sell
14156              10.440            sell
14158              10.470            buy
14157              10.470            buy
14158              10.470            buy
14174              10.500            sell
14176              10.500            sell
14177              10.500            sell
14180              10.530            buy
14183              10.530            buy
14183              10.565            buy
14192              10.500            sell
14194              10.565            buy
14200              10.530            sell
14202              10.530            sell
14202              10.500            sell
14203              10.565            buy
14205              10.530            sell
14206              10.565            buy
14205              10.565            buy
14206              10.530            sell
14207              10.530            sell
14207              10.530            buy
14208              10.530            sell
14208              10.530            buy
14208              10.530            sell
14211              10.530            sell
14220              10.530            buy
14221              10.500            sell
14228              10.530            buy
14228              10.565            buy
14228              10.565            buy
14232              10.625            buy
14242              10.625            sell
14246              10.655            buy
14249              10.595            sell
14249              10.595            sell
14252              10.655            buy
14252              10.595            sell
14255              10.655            buy
14256              10.655            buy
14258              10.595            sell
14260              10.595            sell
14261              10.595            sell
14262              10.625            buy
14263              10.625            sell
14265              10.595            sell
14266              10.625            buy
14269              10.625            buy
14269              10.625            buy
14272              10.595            sell
14272              10.595            sell
14273              10.595            sell
14297              10.565            buy
14298              10.565            buy
14299              10.530            sell
14300              10.530            sell
14304              10.565            buy
14304              10.530            sell
14305              10.565            buy
14306              10.565            buy
14307              10.565            buy
14311              10.565            buy
14312              10.530            sell
14313              10.530            sell
14313              10.530            sell
14316              10.565            sell
14322              10.565            buy
14321              10.565            buy
14322              10.530            sell
14323              10.530            sell
14326              10.565            buy
14325              10.565            buy
14326              10.530            sell
14327              10.530            sell
14333              10.565            buy
14332              10.565            buy
14333              10.565            buy
14335              10.530            sell
14335              10.530            sell
14335              10.530            sell
14337              10.565            buy
14339              10.565            buy
14340              10.530            sell
14340              10.530            sell
14341              10.565            buy
14342              10.565            buy
14341              10.565            buy
14344              10.565            buy
14346              10.530            sell
14347              10.530            sell
14347              10.565            buy
14349              10.565            buy
14349              10.565            sell
14350              10.530            buy
14351              10.530            sell
14351              10.530            sell
14352              10.530            sell
14355              10.530            sell
14363              10.565            buy
14362              10.565            buy
14364              10.530            sell
14364              10.530            buy
14367              10.530            sell
14367              10.530            sell
14405              10.470            buy
14405              10.500            buy
14405              10.500            buy
14410              10.500            buy
14414              10.440            sell
14415              10.440            sell
14416              10.440            sell
14420              10.440            sell
14423              10.500            buy
14422              10.500            buy
14424              10.530            buy
14425              10.530            buy
14452              10.715            sell
14453              10.715            sell
14462              10.650            sell
14463              10.650            sell
14471              10.685            buy
14470              10.685            buy
14471              10.715            buy
14476              10.745            buy
14487              10.775            sell
14489              10.810            buy
14492              10.775            sell
14494              10.775            sell
14495              10.810            buy
14496              10.810            buy
14506              10.775            sell
14508              10.810            buy
14509              10.775            sell
14510              10.810            sell
14512              10.775            sell
14515              10.745            sell
14528              10.775            buy
14530              10.745            sell
14531              10.775            buy
14532              10.775            buy
14532              10.810            buy
14536              10.840            buy
14553              10.870            sell
14555              10.900            buy
14555              10.840            sell
14556              10.870            sell
14562              10.840            sell
14562              10.870            buy
14564              10.900            buy
14566              10.870            buy
14575              10.870            sell
14577              10.870            sell
14577              10.870            sell
14580              10.840            sell
14610              10.840            buy
14612              10.810            sell
14613              10.840            buy
14614              10.840            buy
14613              10.840            buy
14614              10.810            sell
14615              10.810            sell
14616              10.840            buy
14616              10.840            buy
14618              10.810            sell
14618              10.840            buy
14620              10.840            buy
14623              10.810            sell
14623              10.775            sell
14623              10.775            sell
14626              10.810            sell
14638              10.810            buy
14638              10.745            sell
14645              10.810            buy
14645              10.810            buy
14645              10.810            buy
14649              10.870            buy
14667              10.935            sell
14669              10.935            sell
14673              10.900            sell
14676              10.935            sell
14702              10.810            buy
14703              10.810            buy
14705              10.840            buy
14708              10.840            buy
14740              10.965            sell
14740              10.965            sell
14741              11.025            buy
14742              11.025            buy
14744              10.965            sell
14746              10.995            sell
14748              10.965            sell
14751              10.965            sell
14768              10.965            buy
14768              10.995            buy
14768              10.995            buy
14773              10.995            buy
14775              10.935            sell
14776              10.935            sell
14777              10.935            sell
14780              10.935            sell
14782              10.965            buy
14783              10.965            buy
14784              10.965            buy
14785              10.935            sell
14785              10.900            sell
14785              10.900            sell
14792              10.965            buy
14791              10.965            buy
14792              10.900            sell
14793              10.900            sell
14824              10.483            buy
14825              10.483            buy
14828              10.547            buy
14833              10.577            buy
14850              10.577            sell
14853              10.577            buy
14853              10.547            sell
14855              10.547            sell
14855              10.577            buy
14859              10.577            buy
14859              10.577            buy
14864              10.547            sell
14864              10.547            sell
14865              10.547            sell
14867              10.513            sell
14877              10.547            buy
14878              10.513            sell
14879              10.547            buy
14880              10.547            buy
14881              10.547            buy
14882              10.513            sell
14883              10.513            sell
14885              10.577            buy
14884              10.577            buy
14888              10.513            sell
14888              10.513            sell
14889              10.513            buy
14889              10.513            sell
14891              10.513            sell
14900              10.547            buy
14900              10.547            buy
14901              10.513            buy
14902              10.513            sell
14903              10.483            sell
14903              10.483            sell
14921              10.483            buy
14922              10.547            buy
14922              10.547            buy
14926              10.513            buy
14931              10.483            sell
14932              10.483            sell
14933              10.483            sell
14937              10.453            sell
14961              10.453            buy
14961              10.453            buy
14962              10.423            sell
14963              10.453            buy
14964              10.423            sell
14964              10.423            sell
14967              10.453            buy
14968              10.453            buy
14968              10.423            sell
14968              10.423            sell
14970              10.453            buy
14971              10.453            buy
14971              10.423            sell
14971              10.423            sell
14981              10.453            buy
14982              10.453            buy
14981              10.453            buy
14984              10.423            sell
14984              10.388            sell
14984              10.388            sell
14991              10.423            buy
14991              10.388            sell
14998              10.423            buy
14998              10.388            sell
15000              10.423            buy
15000              10.423            buy
15000              10.423            buy
15004              10.388            sell
15004              10.388            buy
15004              10.423            buy
15006              10.388            sell
15007              10.388            sell
15007              10.423            sell
15008              10.423            buy
15007              10.423            buy
15008              10.423            buy
15018              10.388            sell
15018              10.388            sell
15019              10.388            sell
15023              10.423            sell
15029              10.423            buy
15029              10.423            buy
15030              10.388            sell
15031              10.388            sell
15031              10.423            buy
15032              10.423            buy
15032              10.423            buy
15036              10.388            sell
15037              10.388            sell
15038              10.423            buy
15038              10.423            buy
15039              10.388            sell
15039              10.388            sell
15040              10.388            sell
15041              10.423            buy
15042              10.423            buy
15041              10.423            buy
15043              10.388            sell
15043              10.388            sell
15044              10.388            sell
15066              10.388            buy
15066              10.423            buy
15066              10.423            buy
15071              10.388            buy
15073              10.358            sell
15073              10.358            sell
15075              10.328            sell
15076              10.328            sell
15078              10.388            buy
15080              10.388            buy
15080              10.388            buy
15082              10.388            buy
15083              10.328            sell
15083              10.358            sell
15083              10.358            sell
15087              10.358            sell
15102              10.328            buy
15102              10.298            sell
15104              10.328            buy
15105              10.298            sell
15107              10.328            buy
15107              10.328            buy
15108              10.328            buy
15110              10.298            sell
15110              10.298            sell
15112              10.298            sell
15120              10.328            buy
15119              10.328            buy
15120              10.358            buy
15123              10.388            buy
15130              10.328            sell
15132              10.328            sell
15132              10.298            sell
15136              10.298            sell
15137              10.505            buy
15136              10.505            buy
15137              10.505            buy
15138              10.505            buy
15150              10.504            sell
15153              10.504            sell
15163              10.503            sell
15165              10.473            sell
15172              10.503            buy
15172              10.503            buy
15172              10.503            buy
15178              10.503            buy
15183              10.502            sell
15184              10.502            sell
15184              10.502            sell
15189              10.502            sell
15197              10.502            buy
15199              10.501            buy
15201              10.471            sell
15201              10.471            sell
15243              10.351            buy
15244              10.352            buy
15245              10.382            buy
15247              10.353            sell
15253              10.386            buy
15254              10.386            buy
15257              10.328            sell
15258              10.328            sell
15258              10.329            sell
15262              10.360            sell
15263              10.361            buy
15262              10.361            buy
15263              10.331            sell
15264              10.331            sell
15264              10.392            buy
15265              10.392            buy
15264              10.392            buy
15266              10.362            buy
15268              10.333            sell
15268              10.334            sell
15269              10.334            sell
15272              10.396            buy
15271              10.396            buy
15272              10.396            sell
15272              10.396            buy
15274              10.367            buy
15296              10.439            sell
15298              10.410            sell
15304              10.442            buy
15306              10.444            buy
15308              10.415            sell
15308              10.415            sell
15309              10.415            sell
15309              10.445            buy
15312              10.416            sell
15313              10.417            sell
15317              10.449            buy
15318              10.449            buy
15317              10.449            buy
15318              10.450            sell
15319              10.420            buy
15320              10.421            sell
15321              10.421            sell
15321              10.421            sell
15325              10.453            buy
15324              10.453            buy
15325              10.423            sell
15326              10.423            sell
15328              10.455            buy
15329              10.455            buy
15328              10.455            buy
15329              10.425            sell
15330              10.426            buy
15331              10.426            sell
15331              10.396            sell
15331              10.396            sell
15332              10.457            buy
15333              10.457            buy
15332              10.457            buy
15337              10.429            buy
15338              10.430            sell
15339              10.430            sell
15340              10.431            sell
15344              10.432            sell
15346              10.464            buy
15347              10.464            buy
15346              10.464            buy
15347              10.464            buy
15359              10.440            sell
15361              10.471            buy
15362              10.442            sell
15363              10.442            sell
15364              10.442            sell
15365              10.473            buy
15367              10.474            buy
15367              10.444            sell
15368              10.475            buy
15369              10.475            buy
15371              10.446            sell
15371              10.446            sell
15372              10.446            sell
15375              10.448            sell
15377              10.479            buy
15376              10.479            buy
15379              10.450            sell
15379              10.480            buy
15379              10.480            buy
15382              10.451            sell
15382              10.452            sell
15384              10.452            buy
15384              10.483            sell
15385              10.483            buy
15384              10.483            buy
15385              10.483            sell
15385              10.453            buy
15387              10.519            buy
15449              10.960            sell
15451              10.960            sell
15452              10.960            sell
15456              10.925            sell
15475              10.960            buy
15475              10.960            buy
15475              10.960            buy
15480              11.051            buy
15495              11.051            sell
15496              11.020            sell
15498              11.020            sell
15502              11.020            sell
15511              11.051            buy
15511              11.020            sell
15514              11.051            buy
15515              11.051            buy
15514              11.051            buy
15515              11.020            sell
15516              11.020            sell
15516              11.020            sell
15524              11.051            buy
15525              11.051            buy
15524              11.051            buy
15525              11.020            sell
15526              10.990            sell
15527              10.990            sell
15552              10.990            buy
15552              10.960            buy
15553              10.990            buy
15555              10.960            sell
15556              10.960            sell
15559              10.990            buy
15558              10.990            buy
15560              10.960            sell
15561              10.960            sell
15563              10.990            buy
15562              10.990            buy
15563              10.990            buy
15565              10.925            sell
15565              10.925            sell
15566              10.925            sell
15568              10.895            sell
15577              10.925            buy
15577              10.960            buy
15578              10.925            buy
15579              10.925            sell
15579              10.960            buy
15581              10.925            sell
15582              10.925            sell
15585              10.960            buy
15584              10.960            buy
15586              10.925            sell
15587              10.925            sell
15589              10.925            sell
15593              10.960            buy
15592              10.960            buy
15595              10.925            sell
15595              10.925            sell
15597              10.925            buy
15598              10.960            buy
15597              10.960            buy
15599              10.925            buy
15600              10.925            sell
15600              10.925            sell
15602              10.925            sell
15604              10.925            sell
15612              10.925            buy
15613              10.960            buy
15613              10.960            buy
15615              10.895            sell
15616              10.895            sell
15616              10.895            sell
15624              10.925            buy
15624              10.925            buy
15625              10.895            sell
15626              10.895            sell
15629              10.925            buy
15628              10.925            buy
15630              10.925            buy
15633              10.925            buy
15633              10.895            sell
15634              10.895            sell
15635              10.895            sell
15636              10.895            sell
15667              10.770            buy
15667              10.835            buy
15667              10.835            buy
15672              10.800            buy
15675              10.770            sell
15677              10.770            sell
15679              10.800            buy
15678              10.800            buy
15679              10.770            sell
15681              10.770            sell
15682              10.800            buy
15681              10.800            buy
15683              10.770            sell
15684              10.770            sell
15686              10.770            sell
15687              10.800            buy
15686              10.800            buy
15689              10.770            buy
15689              10.770            sell
15690              10.770            sell
15691              10.740            sell
15694              10.740            sell
15702              10.770            buy
15702              10.740            sell
15705              10.770            buy
15705              10.770            buy
15707              10.800            buy
15710              10.800            buy
15712              10.740            sell
15712              10.740            sell
15713              10.710            sell
15715              10.710            sell
15723              10.740            buy
15727              10.675            sell
15739              10.710            buy
15740              10.675            sell
15746              10.710            buy
15747              10.710            buy
15748              10.812            buy
15750              10.812            buy
15786              11.189            sell
15788              11.159            sell
15792              11.129            sell
15795              10.968            sell
15807              11.003            buy
15809              10.938            buy
15810              10.938            sell
15810              10.938            sell
15825              10.907            buy
15825              10.907            sell
15827              10.938            buy
15827              10.968            buy
15827              10.968            buy
15831              11.063            buy
15843              11.063            sell
15845              11.093            sell
15851              11.189            buy
15851              11.033            sell
15853              11.033            sell
15857              11.063            sell
15863              11.063            buy
15867              11.093            buy
15867              11.093            buy
15871              11.129            buy
15881              11.093            sell
15884              11.129            buy
15887              11.093            sell
15888              11.093            sell
15889              11.093            sell
15889              11.129            buy
15892              11.129            buy
15893              11.129            buy
15893              11.063            sell
15893              11.063            sell
15894              11.063            sell
15896              11.063            sell
15910              11.063            buy
15912              11.063            buy
15913              11.063            buy
15916              11.033            sell
15917              11.033            sell
15920              11.063            buy
15919              11.063            buy
15922              11.033            sell
15922              11.063            buy
15924              11.063            buy
15930              11.033            sell
15931              11.033            sell
15931              11.033            sell
15933              11.063            buy
15935              11.063            buy
15935              11.033            sell
15936              11.033            sell
15936              11.063            buy
15937              11.063            sell
15938              11.063            buy
15937              11.063            buy
15938              11.033            sell
15939              11.033            sell
15940              11.033            sell
15953              11.033            buy
15954              11.033            buy
15954              11.033            buy
15959              11.033            buy
15969              11.033            sell
15971              11.033            sell
15972              11.063            buy
15973              11.063            sell
15974              11.063            buy
15974              11.063            buy
15976              11.033            sell
15978              11.063            buy
15978              11.003            sell
15978              11.003            sell
15979              11.003            sell
15981              11.003            sell
15987              11.033            buy
15989              11.093            buy
15989              11.093            buy
15992              11.129            buy
16003              11.063            sell
16004              11.063            sell
16005              11.063            sell
16006              11.129            buy
16008              11.129            buy
16009              11.129            buy
16013              11.063            sell
16013              11.063            sell
16014              11.063            sell
16018              11.093            sell
16018              11.129            buy
16019              11.129            buy
16018              11.129            buy
16021              11.063            sell
16021              11.063            sell
16022              11.063            sell
16027              11.129            buy
16028              11.129            buy
16027              11.129            buy
16031              11.129            buy
16046              11.093            sell
16047              11.093            sell
16047              11.093            sell
16050              11.129            buy
16052              11.063            sell
16052              11.063            sell
16073              11.063            buy
16073              11.033            buy
16074              11.060            buy
16078              11.094            buy
16087              11.095            sell
16090              11.065            sell
16092              11.065            sell
16096              11.065            sell
16119              11.030            buy
16119              11.030            buy
16120              11.030            buy
16125              11.000            sell
16125              11.000            buy
16125              11.030            buy
16126              11.000            sell
16127              11.000            sell
16128              11.030            buy
16127              11.030            buy
16128              10.970            sell
16128              10.970            sell
16129              10.970            sell
16130              10.970            sell
16137              11.030            buy
16136              11.030            buy
16137              11.030            buy
16140              10.970            sell
16141              11.000            buy
16141              11.000            sell
16142              11.000            sell
16144              10.970            sell
16154              11.000            buy
16154              10.970            sell
16157              11.000            buy
16157              11.030            buy
16157              11.030            buy
16161              11.000            buy
16162              10.970            sell
16162              11.000            buy
16163              10.970            sell
16164              10.970            sell
16166              11.000            buy
16165              11.000            buy
16166              10.970            sell
16167              10.970            sell
16167              10.970            sell
16168              10.970            sell
16178              11.000            buy
16177              11.000            buy
16179              10.970            sell
16180              10.970            sell
16194              10.970            buy
16197              10.970            buy
16198              11.000            buy
16200              11.000            buy
16204              10.970            sell
16206              11.000            buy
16210              10.970            sell
16211              10.970            sell
16212              10.970            sell
16216              10.970            sell
16228              10.970            buy
